name,M,A,R1,R2,R3,E_gap
C94H64N6O9Ti,TiO2RP,rot-EthynDPhEPhA,MOTPA,Ph,MOTPA,2.8238875528338667
C102H65N7O5Ti,TiO2RP,rot-EthynDPhEPhA,TPA,TPA,TPA,2.999967951685676
C90H79N7O7STi,TiO2RP,rot-EthynBTDPhA,DTBP,MOTPA,DTBP,3.177520214424476
C78H68N4O5Ti,TiO2RP,rot-EthynPhEPhA,DTBP,Ph,DTBP,3.685961522643993
C80H57N5O11Ti,TiO2RP,rot-EthynPhEPhA,DMP,MOTPA,DMP,3.266059021494698
C102H80N6O9Ti,TiO2RP,rot-EthynDPhEPhA,MOTPA,DTBP,MOTPA,2.8761119347548174
C106H73N7O9Ti,TiO2RP,rot-EthynDPhEPhA,MOTPA,TPA,MOTPA,2.7744263290342133
C65H28F10N4O6Ti,TiO2RP,rot-EthynPhEPhA,FPh,EthynPhM,FPh,3.5583078734135825
C85H62N6O8Ti,TiO2RP,rot-EthynDPhEPhA,DTA,TMP,DTA,3.126121283132761
C80H72N4O7Ti,TiO2RP,rot-EthynPhEPhA,DTBP,DMP,DTBP,3.630319245081182
C79H58N8O8STi,TiO2RP,rot-EthynBTDPhA,DTA,TMP,DTA,3.0858787859444874
C87H58N8O8STi,TiO2RP,rot-EthynBTDPhA,TPA,TMP,TPA,3.140578010768195
C70H35F10N5O5Ti,TiO2RP,rot-EthynPhEPhA,FPh,DTA,FPh,3.3311950088299227
C78H63F5N4O5Ti,TiO2RP,rot-EthynPhEPhA,DTBP,FPh,DTBP,3.670852546503397
C70H42F10N4O5Ti,TiO2RP,rot-EthynPhEPhA,FPh,DTBP,FPh,3.701194105859031
C96H68N6O11Ti,TiO2RP,rot-EthynDPhEPhA,MOTPA,DMP,MOTPA,2.8121356369904333
C81H74N4O8Ti,TiO2RP,rot-EthynPhEPhA,DTBP,TMP,DTBP,3.526042188302199
C86H84N4O5Ti,TiO2RP,rot-EthynPhEPhA,DTBP,DTBP,DTBP,3.669745184115982
C98H65N7O5Ti,TiO2RP,rot-EthynDPhEPhA,TPA,DTA,TPA,2.944040539719481
C74H48N4O9Ti,TiO2RP,rot-EthynTPhEPhA,DMP,Ph,DMP,3.294241076041885
C76H52N4O11Ti,TiO2RP,rot-EthynTPhEPhA,DMP,DMP,DMP,3.2710252301230867
C102H73N7O9Ti,TiO2RP,rot-EthynDPhEPhA,MOTPA,DTA,MOTPA,2.728817488328332
C81H70N4O6Ti,TiO2RP,rot-EthynPhEPhA,DTBP,EthynPhM,DTBP,3.548945379735642
C86H77N5O5Ti,TiO2RP,rot-EthynPhEPhA,DTBP,DTA,DTBP,3.359023691052016
C65H32F10N4O8Ti,TiO2RP,rot-EthynPhEPhA,FPh,TMP,FPh,3.589225645026204
C68H43N7O5STi,TiO2RP,rot-EthynBTDPhA,Ph,DTA,Ph,3.2753425863610346
C77H50N4O10Ti,TiO2RP,rot-EthynTPhEPhA,DMP,EthynPhM,DMP,3.222757142513956
C82H64N4O9Ti,TiO2RP,rot-EthynTPhEPhA,DMP,DTBP,DMP,3.2998919705817116
C92H68N8O5STi,TiO2RP,rot-EthynBTDPhA,TPA,DTBP,TPA,3.173047196826019
C96H69N7O7Ti,TiO2RP,rot-EthynDPhEPhA,DTA,MOTPA,DTA,2.8215602688505896
C88H58N6O7Ti,TiO2RP,rot-EthynPhEPhA,TPA,DMP,TPA,3.2599658395470215
C88H60N8O9STi,TiO2RP,rot-EthynBTDPhA,MOTPA,Ph,MOTPA,2.789850501147612
C104H69N7O7Ti,TiO2RP,rot-EthynDPhEPhA,TPA,MOTPA,TPA,2.871466282659867
C77H54N4O12Ti,TiO2RP,rot-EthynTPhEPhA,DMP,TMP,DMP,3.207708913725355
C74H35F10N5O5Ti,TiO2RP,rot-EthynPhEPhA,FPh,TPA,FPh,3.3609596089291927
C76H52N4O11Ti,TiO2RP,rot-EthynTPhEPhA,TMP,Ph,TMP,3.1775420208165315
C56H26F10N4O7Ti,TiO2RP,rot-EthynPhA,FPh,DMP,FPh,3.9021697689624943
C79H58N4O14Ti,TiO2RP,rot-EthynTPhEPhA,TMP,TMP,TMP,3.1142119025735155
C108H77N7O11Ti,TiO2RP,rot-EthynDPhEPhA,MOTPA,MOTPA,MOTPA,2.676405301791874
C79H54N4O12Ti,TiO2RP,rot-EthynTPhEPhA,TMP,EthynPhM,TMP,3.1008434460444505
C97H70N6O12Ti,TiO2RP,rot-EthynDPhEPhA,MOTPA,TMP,MOTPA,2.819415380291275
C90H64N8O11STi,TiO2RP,rot-EthynBTDPhA,MOTPA,DMP,MOTPA,2.779525006827953
C73H52N6O6Ti,TiO2RP,rot-EthynPhA,DTA,EthynPhM,DTA,3.275845742278875
C84H68N4O11Ti,TiO2RP,rot-EthynTPhEPhA,TMP,DTBP,TMP,3.164629685267073
C90H77N5O5Ti,TiO2RP,rot-EthynPhEPhA,DTBP,TPA,DTBP,3.4280506757741023
C74H71N5O8STi,TiO2RP,rot-EthenThPCyanoAcryl,DTBP,TMP,DTBP,3.4748683895865042
C90H65N5O13Ti,TiO2RP,rot-EthynTPhEPhA,TMP,MOTPA,TMP,2.9805661250654794
C86H72N4O5Ti,TiO2RP,rot-EthynTPhEPhA,DTBP,Ph,DTBP,3.3295531911578564
C70H25F15N4O5Ti,TiO2RP,rot-EthynTPhEPhA,FPh,FPh,FPh,3.30421450045003
C76H39F10N5O7Ti,TiO2RP,rot-EthynPhEPhA,FPh,MOTPA,FPh,3.2195851647259133
C78H56N4O13Ti,TiO2RP,rot-EthynTPhEPhA,TMP,DMP,TMP,3.224967276742177
C89H78N4O8Ti,TiO2RP,rot-EthynTPhEPhA,DTBP,TMP,DTBP,3.2004114528012906
C64H42N6O9STi,TiO2RP,rot-EthynBTDPhA,DMP,Ph,DMP,3.542268383438227
C73H36F10N4O8Ti,TiO2RP,rot-EthynTPhEPhA,FPh,TMP,FPh,3.189763583073045
C86H49F5N6O5Ti,TiO2RP,rot-EthynPhEPhA,TPA,FPh,TPA,3.1892644650270086
C70H30F10N4O5Ti,TiO2RP,rot-EthynTPhEPhA,FPh,Ph,FPh,3.334396978355244
C64H37F5N6O9STi,TiO2RP,rot-EthynBTDPhA,DMP,FPh,DMP,3.522993637116997
C72H34F10N4O7Ti,TiO2RP,rot-EthynTPhEPhA,FPh,DMP,FPh,3.281195448887388
C67H48N6O12STi,TiO2RP,rot-EthynBTDPhA,DMP,TMP,DMP,3.402087864550481
C84H77N5O7Ti,TiO2RP,rot-EthynPhA,DTBP,MOTPA,DTBP,3.4462376185483663
C66H46N6O11STi,TiO2RP,rot-EthynBTDPhA,DMP,DMP,DMP,3.486131095504561
C60H29F5N6O5STi,TiO2RP,rot-EthynBTDPhA,Ph,FPh,Ph,3.6487873721273445
C102H73N9O11STi,TiO2RP,rot-EthynBTDPhA,MOTPA,MOTPA,MOTPA,2.6713357951516628
C73H32F10N4O6Ti,TiO2RP,rot-EthynTPhEPhA,FPh,EthynPhM,FPh,3.231532195279783
C89H56N6O6Ti,TiO2RP,rot-EthynPhEPhA,TPA,EthynPhM,TPA,3.1671444174794487
C92H61N9O5STi,TiO2RP,rot-EthynBTDPhA,TPA,DTA,TPA,2.9425593481005308
C89H60N6O8Ti,TiO2RP,rot-EthynPhEPhA,TPA,TMP,TPA,3.2582994800743563
C94H88N4O5Ti,TiO2RP,rot-EthynTPhEPhA,DTBP,DTBP,DTBP,3.319690197376758
C81H56N6O6Ti,TiO2RP,rot-EthynPhEPhA,DTA,EthynPhM,DTA,3.1159622591198968
C72H58N6O9STi,TiO2RP,rot-EthynBTDPhA,DMP,DTBP,DMP,3.5392237123621726
C70H52N4O13Ti,TiO2RP,rot-EthynPhEPhA,TMP,DMP,TMP,3.4402768970186344
C84H61N5O11Ti,TiO2RP,rot-EthynTPhEPhA,TMP,DTA,TMP,3.0586382796786893
C76H47F5N4O11Ti,TiO2RP,rot-EthynTPhEPhA,TMP,FPh,TMP,3.223096258872829
C94H70N6O5Ti,TiO2RP,rot-EthynPhEPhA,TPA,DTBP,TPA,3.250940495536952
C98H63N7O5Ti,TiO2RP,rot-EthynPhEPhA,TPA,TPA,TPA,3.081408776707349
C63H36N6O6STi,TiO2RP,rot-EthynBTDPhA,Ph,EthynPhM,Ph,3.5177135155398673
C86H67F5N4O5Ti,TiO2RP,rot-EthynTPhEPhA,DTBP,FPh,DTBP,3.310489738367778
C67H44N6O10STi,TiO2RP,rot-EthynBTDPhA,DMP,EthynPhM,DMP,3.4479670538753453
C100H69N9O9STi,TiO2RP,rot-EthynBTDPhA,MOTPA,TPA,MOTPA,2.72108249263988
C90H62N6O9Ti,TiO2RP,rot-EthynPhEPhA,MOTPA,Ph,MOTPA,2.937667014879935
C100H67N7O7Ti,TiO2RP,rot-EthynPhEPhA,TPA,MOTPA,TPA,2.9911629869232
C92H81N5O7Ti,TiO2RP,rot-EthynPhEPhA,DTBP,MOTPA,DTBP,3.280671318296072
C78H46F10N4O5Ti,TiO2RP,rot-EthynTPhEPhA,FPh,DTBP,FPh,3.33698095810405
C89H74N4O6Ti,TiO2RP,rot-EthynTPhEPhA,DTBP,EthynPhM,DTBP,3.2239873396338226
C94H81N5O5Ti,TiO2RP,rot-EthynTPhEPhA,DTBP,DTA,DTBP,3.084130536717339
C88H76N4O7Ti,TiO2RP,rot-EthynTPhEPhA,DTBP,DMP,DTBP,3.2969847042518268
C100H85N5O7Ti,TiO2RP,rot-EthynTPhEPhA,DTBP,MOTPA,DTBP,2.963514287692533
C71H54N4O14Ti,TiO2RP,rot-EthynPhEPhA,TMP,TMP,TMP,3.47975064561399
C78H39F10N5O5Ti,TiO2RP,rot-EthynTPhEPhA,FPh,DTA,FPh,3.0742153384697986
C68H43F5N4O11Ti,TiO2RP,rot-EthynPhEPhA,TMP,FPh,TMP,3.4448044178903956
C84H82N6O5STi,TiO2RP,rot-EthynBTDPhA,DTBP,DTBP,DTBP,3.6049125205383916
C71H50N4O12Ti,TiO2RP,rot-EthynPhEPhA,TMP,EthynPhM,TMP,3.3727957288631387
C94H63N7O5Ti,TiO2RP,rot-EthynPhEPhA,TPA,DTA,TPA,3.041301040164626
C96H62N6O7Ti,TiO2RP,rot-EthynTPhEPhA,TPA,DMP,TPA,2.9983479815421106
C94H53F5N6O5Ti,TiO2RP,rot-EthynTPhEPhA,TPA,FPh,TPA,2.943865730233938
C68H48N4O11Ti,TiO2RP,rot-EthynPhEPhA,TMP,Ph,TMP,3.5542268616154615
C90H57F5N6O9Ti,TiO2RP,rot-EthynPhEPhA,MOTPA,FPh,MOTPA,2.8732080458864857
C102H71N7O9Ti,TiO2RP,rot-EthynPhEPhA,MOTPA,TPA,MOTPA,2.867826749135702
C94H58N6O5Ti,TiO2RP,rot-EthynTPhEPhA,TPA,Ph,TPA,2.994200609753534
C98H78N6O9Ti,TiO2RP,rot-EthynPhEPhA,MOTPA,DTBP,MOTPA,2.960816371445617
C88H61N5O11Ti,TiO2RP,rot-EthynTPhEPhA,TMP,TPA,TMP,3.1021731514219937
C68H50N6O5STi,TiO2RP,rot-EthynBTDPhA,Ph,DTBP,Ph,3.6594987535962673
C74H43F5N4O9Ti,TiO2RP,rot-EthynTPhEPhA,DMP,FPh,DMP,3.2706172465101417
C104H75N7O11Ti,TiO2RP,rot-EthynPhEPhA,MOTPA,MOTPA,MOTPA,2.7917726807968393
C97H60N6O6Ti,TiO2RP,rot-EthynTPhEPhA,TPA,EthynPhM,TPA,2.931378290554221
C88H61N5O11Ti,TiO2RP,rot-EthynTPhEPhA,DMP,MOTPA,DMP,2.989437499985115
C93H64N6O10Ti,TiO2RP,rot-EthynPhEPhA,MOTPA,EthynPhM,MOTPA,2.8480765414215057
C88H62N6O7Ti,TiO2RP,rot-EthynTPhEPhA,DTA,DMP,DTA,2.9670877212338382
C72H51N7O9STi,TiO2RP,rot-EthynBTDPhA,DMP,DTA,DMP,3.2875974960817302
C98H71N7O9Ti,TiO2RP,rot-EthynPhEPhA,MOTPA,DTA,MOTPA,2.7744388249132044
C97H64N6O8Ti,TiO2RP,rot-EthynTPhEPhA,TPA,TMP,TPA,2.970188689356519
C92H66N6O11Ti,TiO2RP,rot-EthynPhEPhA,MOTPA,DMP,MOTPA,2.933719426622929
C84H43F10N5O7Ti,TiO2RP,rot-EthynTPhEPhA,FPh,MOTPA,FPh,2.9410365694237726
C82H39F10N5O5Ti,TiO2RP,rot-EthynTPhEPhA,FPh,TPA,FPh,3.0871672865176834
C76H57N5O11Ti,TiO2RP,rot-EthynPhEPhA,TMP,DTA,TMP,3.3012945348207268
C86H58N6O5Ti,TiO2RP,rot-EthynTPhEPhA,DTA,Ph,DTA,2.9662020031064458
C93H68N6O12Ti,TiO2RP,rot-EthynPhEPhA,MOTPA,TMP,MOTPA,2.9393580211426524
C102H74N6O5Ti,TiO2RP,rot-EthynTPhEPhA,TPA,DTBP,TPA,2.983993643552594
C76H64N4O11Ti,TiO2RP,rot-EthynPhEPhA,TMP,DTBP,TMP,3.5321056194837865
C98H81N5O5Ti,TiO2RP,rot-EthynTPhEPhA,DTBP,TPA,DTBP,3.09941382820989
C94H74N6O5Ti,TiO2RP,rot-EthynTPhEPhA,DTA,DTBP,DTA,2.982086827984631
C78H55N7O11STi,TiO2RP,rot-EthynBTDPhA,DMP,MOTPA,DMP,3.179185883550076
C89H60N6O6Ti,TiO2RP,rot-EthynTPhEPhA,DTA,EthynPhM,DTA,2.9012499060704613
C76H51N7O9STi,TiO2RP,rot-EthynBTDPhA,DMP,TPA,DMP,3.2845416457611236
C86H63N7O5Ti,TiO2RP,rot-EthynPhEPhA,DTA,DTA,DTA,3.029203572603137
C86H53F5N6O5Ti,TiO2RP,rot-EthynTPhEPhA,DTA,FPh,DTA,2.920582775410594
C82H61N5O13Ti,TiO2RP,rot-EthynPhEPhA,TMP,MOTPA,TMP,3.2286252111082376
C94H67N7O5Ti,TiO2RP,rot-EthynTPhEPhA,DTA,DTA,DTA,2.8355142042107673
C98H66N6O9Ti,TiO2RP,rot-EthynTPhEPhA,MOTPA,Ph,MOTPA,2.703992594813144
C98H61F5N6O9Ti,TiO2RP,rot-EthynTPhEPhA,MOTPA,FPh,MOTPA,2.6525123003134468
C106H67N7O5Ti,TiO2RP,rot-EthynTPhEPhA,TPA,TPA,TPA,2.8614338691804733
C78H54N6O5Ti,TiO2RP,rot-EthynPhEPhA,DTA,Ph,DTA,3.190202228567614
C86H70N6O5Ti,TiO2RP,rot-EthynPhEPhA,DTA,DTBP,DTA,3.2229169689405808
C89H64N6O8Ti,TiO2RP,rot-EthynTPhEPhA,DTA,TMP,DTA,2.9345589804499923
C102H67N7O5Ti,TiO2RP,rot-EthynTPhEPhA,TPA,DTA,TPA,2.80924774332334
C86H54N6O5Ti,TiO2RP,rot-EthynPhEPhA,TPA,Ph,TPA,3.2635368865607006
C80H57N5O11Ti,TiO2RP,rot-EthynPhEPhA,TMP,TPA,TMP,3.3423411566495815
C82H57N5O9Ti,TiO2RP,rot-EthynTPhEPhA,DMP,DTA,DMP,3.089713197550168
C86H57N5O9Ti,TiO2RP,rot-EthynTPhEPhA,DMP,TPA,DMP,3.0989995525285394
C78H49F5N6O5Ti,TiO2RP,rot-EthynPhEPhA,DTA,FPh,DTA,3.1437146186934797
C69H40N4O6Ti,TiO2RP,rot-EthynDPhEPhA,Ph,EthynPhM,Ph,3.47420024940277
C84H47F5N8O5STi,TiO2RP,rot-EthynBTDPhA,TPA,FPh,TPA,3.098302150144491
C100H70N6O11Ti,TiO2RP,rot-EthynTPhEPhA,MOTPA,DMP,MOTPA,2.6734682105186494
C86H56N8O7STi,TiO2RP,rot-EthynBTDPhA,TPA,DMP,TPA,3.135256096220928
C80H58N6O7Ti,TiO2RP,rot-EthynPhEPhA,DTA,DMP,DTA,3.1888558900069484
C101H72N6O12Ti,TiO2RP,rot-EthynTPhEPhA,MOTPA,TMP,MOTPA,2.711653488523325
C101H68N6O10Ti,TiO2RP,rot-EthynTPhEPhA,MOTPA,EthynPhM,MOTPA,2.63612148316156
C87H54N8O6STi,TiO2RP,rot-EthynBTDPhA,TPA,EthynPhM,TPA,3.0748011671594213
C98H67N7O5Ti,TiO2RP,rot-EthynTPhEPhA,DTA,TPA,DTA,2.8081073092612314
C81H60N6O8Ti,TiO2RP,rot-EthynPhEPhA,DTA,TMP,DTA,3.176633705169934
C106H82N6O9Ti,TiO2RP,rot-EthynTPhEPhA,MOTPA,DTBP,MOTPA,2.715394282958414
C90H63N7O5Ti,TiO2RP,rot-EthynPhEPhA,DTA,TPA,DTA,3.040560979851307
C92H67N7O7Ti,TiO2RP,rot-EthynPhEPhA,DTA,MOTPA,DTA,2.898947773165446
C96H61N9O5STi,TiO2RP,rot-EthynBTDPhA,TPA,TPA,TPA,2.991622308164324
C112H79N7O11Ti,TiO2RP,rot-EthynTPhEPhA,MOTPA,MOTPA,MOTPA,2.5826209215197196
C108H71N7O7Ti,TiO2RP,rot-EthynTPhEPhA,TPA,MOTPA,TPA,2.750162250286394
C84H52N8O5STi,TiO2RP,rot-EthynBTDPhA,TPA,Ph,TPA,3.1071573311455722
C57H34N4O6Ti,TiO2RP,rot-EthynPhA,Ph,EthynPhM,Ph,3.843636062438236
C58H39N5O8STi,TiO2RP,rot-EthenThPCyanoAcryl,Ph,TMP,Ph,3.5767243175162093
C55H33N5O5STi,TiO2RP,rot-EthenThPCyanoAcryl,Ph,Ph,Ph,3.734858121271486
C62H36N4O5Ti,TiO2RP,rot-EthynPhEPhA,Ph,Ph,Ph,3.732032880454085
C110H75N7O9Ti,TiO2RP,rot-EthynTPhEPhA,MOTPA,TPA,MOTPA,2.6263380234915985
C70H40N4O5Ti,TiO2RP,rot-EthynTPhEPhA,Ph,Ph,Ph,3.3616148388613283
C62H31F5N4O5Ti,TiO2RP,rot-EthynPhEPhA,Ph,FPh,Ph,3.7174449273055643
C62H41N5O5Ti,TiO2RP,rot-EthynPhA,Ph,DTA,Ph,3.5865108651005357
C66H41N5O5Ti,TiO2RP,rot-EthynPhA,Ph,TPA,Ph,3.6057474353061707
C64H40N4O7Ti,TiO2RP,rot-EthynPhEPhA,Ph,DMP,Ph,3.652248720823877
C65H38N4O6Ti,TiO2RP,rot-EthynPhEPhA,Ph,EthynPhM,Ph,3.6043958270397525
C70H35F5N4O5Ti,TiO2RP,rot-EthynTPhEPhA,Ph,FPh,Ph,3.3413848248267186
C72H44N4O7Ti,TiO2RP,rot-EthynTPhEPhA,Ph,DMP,Ph,3.3085730358237697
C73H42N4O6Ti,TiO2RP,rot-EthynTPhEPhA,Ph,EthynPhM,Ph,3.2685590907337883
C73H46N4O8Ti,TiO2RP,rot-EthynTPhEPhA,Ph,TMP,Ph,3.2376618090629563
C65H42N4O8Ti,TiO2RP,rot-EthynPhEPhA,Ph,TMP,Ph,3.559146955716983
C70H52N4O5Ti,TiO2RP,rot-EthynPhEPhA,Ph,DTBP,Ph,3.7257542310816234
C68H45N5O7Ti,TiO2RP,rot-EthynPhA,Ph,MOTPA,Ph,3.451315912675682
C70H45N5O5Ti,TiO2RP,rot-EthynPhEPhA,Ph,DTA,Ph,3.3696680756806927
C78H49N5O5Ti,TiO2RP,rot-EthynTPhEPhA,Ph,DTA,Ph,3.0769351427741185
C74H45N5O5Ti,TiO2RP,rot-EthynPhEPhA,Ph,TPA,Ph,3.402387062304456
C80H51N5O7Ti,TiO2RP,rot-EthynDPhEPhA,Ph,MOTPA,Ph,3.185069567996152
C82H49N5O5Ti,TiO2RP,rot-EthynTPhEPhA,Ph,TPA,Ph,3.109627852868357
C84H53N5O7Ti,TiO2RP,rot-EthynTPhEPhA,Ph,MOTPA,Ph,3.0052909817229647
C76H49N5O7Ti,TiO2RP,rot-EthynPhEPhA,Ph,MOTPA,Ph,3.2705782389325577
C100H71N7O7Ti,TiO2RP,rot-EthynTPhEPhA,DTA,MOTPA,DTA,2.690764560291882
C106H75N7O9Ti,TiO2RP,rot-EthynTPhEPhA,MOTPA,DTA,MOTPA,2.5703265243105307
C61H39F5N4O13Ti,TiO2RP,rot-EthynPhDA,TMP,FPh,TMP,3.6016859264068444
C64H46N4O14Ti,TiO2RP,rot-EthynPhDA,TMP,EthynPhM,TMP,3.5396152682812954
C64H50N4O16Ti,TiO2RP,rot-EthynPhDA,TMP,TMP,TMP,3.540648854312394
C69H60N4O13Ti,TiO2RP,rot-EthynPhDA,TMP,DTBP,TMP,3.6528564627847118
C69H53N5O13Ti,TiO2RP,rot-EthynPhDA,TMP,DTA,TMP,3.461738626783017
C71H64N4O7Ti,TiO2RP,rot-EthynPhDA,DTBP,Ph,DTBP,4.0127097444506035
C78H56N4O5Ti,TiO2RP,rot-EthynTPhEPhA,Ph,DTBP,Ph,3.3553200909536827
C73H68N4O9Ti,TiO2RP,rot-EthynPhDA,DTBP,DMP,DTBP,3.903698417206215
C71H50N6O7Ti,TiO2RP,rot-EthynPhDA,DTA,Ph,DTA,3.305895940163623
C74H70N4O10Ti,TiO2RP,rot-EthynPhDA,DTBP,TMP,DTBP,3.77134983869405
C73H54N6O9Ti,TiO2RP,rot-EthynPhDA,DTA,DMP,DTA,3.3075702749275706
C55H22F10N4O7Ti,TiO2RP,rot-EthynPhDA,FPh,Ph,FPh,4.066361696284275
C55H36N4O9Ti,TiO2RP,rot-EthynFuA,Ph,TMP,Ph,3.820740065256473
C55H17F15N4O7Ti,TiO2RP,rot-EthynPhDA,FPh,FPh,FPh,4.039384513299069
C60H46N4O6Ti,TiO2RP,rot-EthynFuA,Ph,DTBP,Ph,4.015282676555898
C74H52N6O8Ti,TiO2RP,rot-EthynPhDA,DTA,EthynPhM,DTA,3.2511286754481716
C74H56N6O10Ti,TiO2RP,rot-EthynPhDA,DTA,TMP,DTA,3.3033768441320035
C71H45F5N6O7Ti,TiO2RP,rot-EthynPhDA,DTA,FPh,DTA,3.273639708795031
C52H30N4O6Ti,TiO2RP,rot-EthynFuA,Ph,Ph,Ph,4.02772423183103
C57H26F10N4O9Ti,TiO2RP,rot-EthynPhDA,FPh,DMP,FPh,3.9091449249806374
C52H25F5N4O6Ti,TiO2RP,rot-EthynFuA,Ph,FPh,Ph,4.004399336183496
C58H28F10N4O10Ti,TiO2RP,rot-EthynPhDA,FPh,TMP,FPh,3.761462391764667
C71H59F5N4O7Ti,TiO2RP,rot-EthynPhDA,DTBP,FPh,DTBP,3.9928307647568317
C58H24F10N4O8Ti,TiO2RP,rot-EthynPhDA,FPh,EthynPhM,FPh,3.8090635235872696
C59H44N4O13Ti,TiO2RP,rot-EthynFuA,DMP,TMP,DMP,3.7264354618383777
C54H34N4O8Ti,TiO2RP,rot-EthynFuA,Ph,DMP,Ph,3.923883341707324
C79H80N4O7Ti,TiO2RP,rot-EthynPhDA,DTBP,DTBP,DTBP,3.981442026828745
C79H73N5O7Ti,TiO2RP,rot-EthynPhDA,DTBP,DTA,DTBP,3.5698026075524467
C63H38F10N4O7Ti,TiO2RP,rot-EthynPhDA,FPh,DTBP,FPh,4.043689409335002
C58H42N4O12Ti,TiO2RP,rot-EthynFuA,DMP,DMP,DMP,3.812563591752678
C79H66N6O7Ti,TiO2RP,rot-EthynPhDA,DTA,DTBP,DTA,3.319293853326485
C56H38N4O10Ti,TiO2RP,rot-EthynFuA,DMP,Ph,DMP,3.8690488908046063
C56H33F5N4O10Ti,TiO2RP,rot-EthynFuA,DMP,FPh,DMP,3.8288353649410283
C79H59N7O7Ti,TiO2RP,rot-EthynPhDA,DTA,DTA,DTA,3.125202235949928
C83H59N7O7Ti,TiO2RP,rot-EthynPhDA,DTA,TPA,DTA,3.149307431873922
C74H66N4O8Ti,TiO2RP,rot-EthynPhDA,DTBP,EthynPhM,DTBP,3.806096715996887
C61H44N4O13Ti,TiO2RP,rot-EthynPhDA,DMP,DMP,DMP,3.7861250082703464
C59H40N4O11Ti,TiO2RP,rot-EthynFuA,DMP,EthynPhM,DMP,3.717511590641948
C83H73N5O7Ti,TiO2RP,rot-EthynPhDA,DTBP,TPA,DTBP,3.57054638747195
C85H77N5O9Ti,TiO2RP,rot-EthynPhDA,DTBP,MOTPA,DTBP,3.4196265134999067
C63H31F10N5O7Ti,TiO2RP,rot-EthynPhDA,FPh,DTA,FPh,3.5234246585499704
C60H39N5O6Ti,TiO2RP,rot-EthynFuA,Ph,DTA,Ph,3.6070057987748214
C67H31F10N5O7Ti,TiO2RP,rot-EthynPhDA,FPh,TPA,FPh,3.543997897477425
C55H27F5N4O7Ti,TiO2RP,rot-EthynPhDA,Ph,FPh,Ph,4.04088081457121
C55H32N4O7Ti,TiO2RP,rot-EthynPhDA,Ph,Ph,Ph,4.0589995127298835
C64H47N5O10Ti,TiO2RP,rot-EthynFuA,DMP,DTA,DMP,3.5552284801474343
C69H35F10N5O9Ti,TiO2RP,rot-EthynPhDA,FPh,MOTPA,FPh,3.375931876441655
C67H56N4O11Ti,TiO2RP,rot-EthynPhDA,DMP,DTBP,DMP,3.8685885376938813
C64H39N5O6Ti,TiO2RP,rot-EthynFuA,Ph,TPA,Ph,3.609002462260605
C66H43N5O8Ti,TiO2RP,rot-EthynFuA,Ph,MOTPA,Ph,3.4808867313624887
C60H46N4O14Ti,TiO2RP,rot-EthynFuA,TMP,DMP,TMP,3.6502095420003116
C58H37F5N4O12Ti,TiO2RP,rot-EthynFuA,TMP,FPh,TMP,3.6256358348432514
C63H41N5O7Ti,TiO2RP,rot-EthynPhDA,Ph,DTA,Ph,3.553708540213961
C67H49N5O11Ti,TiO2RP,rot-EthynPhDA,DMP,DTA,DMP,3.528311361383089
C61H44N4O13Ti,TiO2RP,rot-EthynPhDA,TMP,Ph,TMP,3.663782746488664
C63H48N4O15Ti,TiO2RP,rot-EthynPhDA,TMP,DMP,TMP,3.611448930512779
C85H63N7O9Ti,TiO2RP,rot-EthynPhDA,DTA,MOTPA,DTA,2.9523247666015777
C71H49N5O11Ti,TiO2RP,rot-EthynPhDA,DMP,TPA,DMP,3.531444698807263
C67H41N5O7Ti,TiO2RP,rot-EthynPhDA,Ph,TPA,Ph,3.585411250527386
C70H51N5O12Ti,TiO2RP,rot-EthynFuA,DMP,MOTPA,DMP,3.4395483320903395
C61H44N4O13Ti,TiO2RP,rot-EthynFuA,TMP,EthynPhM,TMP,3.567172415900586
C58H42N4O12Ti,TiO2RP,rot-EthynFuA,TMP,Ph,TMP,3.8449562793723544
C73H53N5O13Ti,TiO2RP,rot-EthynPhDA,DMP,MOTPA,DMP,3.4152530914801673
C68H62N4O6Ti,TiO2RP,rot-EthynFuA,DTBP,Ph,DTBP,3.9879934916809816
C66H58N4O12Ti,TiO2RP,rot-EthynFuA,TMP,DTBP,TMP,3.770115925997402
C61H48N4O15Ti,TiO2RP,rot-EthynFuA,TMP,TMP,TMP,3.7903107895043604
C69H45N5O9Ti,TiO2RP,rot-EthynPhDA,Ph,MOTPA,Ph,3.426503899998238
C55H26F10N4O9Ti,TiO2RP,rot-EthynFuA,FPh,TMP,FPh,3.7680873318852264
C68H57F5N4O6Ti,TiO2RP,rot-EthynFuA,DTBP,FPh,DTBP,3.9646047090564025
C52H20F10N4O6Ti,TiO2RP,rot-EthynFuA,FPh,Ph,FPh,4.017832674602232
C76H78N4O6Ti,TiO2RP,rot-EthynFuA,DTBP,DTBP,DTBP,3.9639357554701746
C54H24F10N4O8Ti,TiO2RP,rot-EthynFuA,FPh,DMP,FPh,3.8974708262422837
C60H36F10N4O6Ti,TiO2RP,rot-EthynFuA,FPh,DTBP,FPh,4.008201374270925
C52H15F15N4O6Ti,TiO2RP,rot-EthynFuA,FPh,FPh,FPh,3.994536055743424
C71H64N4O7Ti,TiO2RP,rot-EthynFuA,DTBP,EthynPhM,DTBP,3.789368087524622
